Fecha,GasLicuado,Regular,Superior,Diesel,GasLicuado_log,GasLicuado_diff,Diesel_log,Diesel_diff,Regular_log,Regular_diff,Superior_log,Superior_diff
2017-12-01,404574.36,574097.7,635423.76,1117711.45,12.910590830476895,-0.01169311219175917,13.926793804572819,0.07341126951404497,13.26055486987702,0.11715180711902917,13.36204739388613,0.12039880299303718
2018-01-01,421848.92,528763.3,581802.98,1121392.5299999998,12.952402519438783,0.04181168896188758,13.93008180133331,0.0032879967604912963,13.178296162690579,-0.08225870718644046,13.273887147065185,-0.08816024682094437
2018-02-01,379239.07,502041.67,545210.0,1086758.89,12.845922076755922,-0.1064804426828605,13.898710329171847,-0.03137147216146374,13.126438403197023,-0.05185775949355609,13.208926320529187,-0.064960826535998
2018-03-01,415125.9,571052.13,618402.18,1210029.5,12.936337126698378,0.09041504994245564,14.00615529744102,0.10744496826917427,13.255235780442902,0.12879737724587947,13.334894301475526,0.12596798094633854
2018-04-01,370434.61,526979.67,565665.72,1123382.75,12.822432216913798,-0.1139049097845799,13.931855003790778,-0.07430029365024282,13.1749172499293,-0.08031853051360294,13.24575858200531,-0.08913571947021559
2018-05-01,403094.74,544395.17,570129.66,1017487.01,12.906926900148871,0.08449468323507325,13.832846429632626,-0.09900857415815167,13.207430677567261,0.03251342763796217,13.253619087626728,0.007860505621417602
2018-06-01,390070.17,518911.44,554431.5,937881.91,12.874081924998537,-0.03284497515033458,13.751379324540467,-0.08146710509215893,13.159488511749924,-0.04794216581733757,13.225698543425557,-0.027920544201171182
2018-07-01,381128.08,541811.12,589775.97,958397.37,12.850890765596045,-0.023191159402491834,13.77301776218263,0.02163843764216189,13.202672732601178,0.04318422085125384,13.287498031908692,0.061799488483135434
2018-08-01,407124.75,570224.11,593659.63,1000630.58,12.916874928516325,0.0659841629202802,13.816140939232247,0.04312317704961721,13.25378473797612,0.05111200537494298,13.294061420641809,0.006563388733116682
2018-09-01,385717.79,531285.29,551547.83,889384.9400000001,12.86286126706316,-0.05401366145316544,13.698285424151711,-0.11785551508053516,13.1830544252498,-0.07073031272632058,13.220483841023004,-0.07357757961880473
2018-10-01,408674.34,573751.47,579474.43,977682.12,12.92067388314288,0.05781261607972077,13.79293986550819,0.09465444135647871,13.259951602445113,0.0768971771953133,13.269876816543402,0.0493929755203979
2018-11-01,408049.58,563417.57,573687.35,1069786.12,12.919143965611232,-0.0015299175316485503,13.882969298607383,0.09002943309919331,13.24177631959665,-0.018175282848464036,13.259839840495022,-0.010036976048379387
2018-12-01,421872.09,632670.17,654281.25,1114499.78,12.952457442807363,0.0333134771961312,13.923916234410106,0.04094693580272235,13.357704506876367,0.11592818727971732,13.391292583867672,0.13145274337265
2019-01-01,421555.41,596682.75,601714.9,1161575.14,12.951706506858793,-0.0007509359485702305,13.965287521308502,0.04137128689839642,13.299140844092802,-0.058563662783564396,13.307539024072856,-0.08375355979481647
2019-02-01,402371.33,559109.22,565425.02,1110627.82,12.90513064771453,-0.04657585914426221,13.920436016998691,-0.04485150430981122,13.234100117667532,-0.06504072642526992,13.245332975119634,-0.06220604895322168
2019-03-01,428149.45,645266.77,610720.58,1236968.66,12.967227595856993,0.06209694814246269,14.02817431556459,0.10773829856589856,13.377419107169514,0.14331898950198152,13.322394817677322,0.07706184255768811
2019-04-01,414018.68,657570.18,598956.3,1167768.5,12.933666372562486,-0.03356122329450706,13.970605220670892,-0.057569094893697326,13.396306774980586,0.01888766781107165,13.302943919511371,-0.019450898165951358
2019-05-01,426587.33,666748.63,611592.32,1144447.8099999998,12.963572384625218,0.02990601206273169,13.95043281663602,-0.02017240403487186,13.410168387298993,0.013861612318407879,13.323821195731256,0.020877276219884777
2019-06-01,399031.61,641136.56,595744.38,1020390.82,12.896795915791664,-0.06677646883355415,13.835696268737353,-0.1147365478986675,13.370997755334242,-0.039170631964751124,13.297566961429292,-0.026254234301964274
2019-07-01,419958.02,650150.78,615559.33,1039585.88,12.947910032883026,0.05111411709136249,13.854332999510255,0.01863673077290251,13.384959584201887,0.013961828867644854,13.330286613137401,0.032719651708109865
2019-08-01,419493.82,668783.39,632415.7,1079239.25,12.946804072957285,-0.0011059599257414732,13.891766952747314,0.037433953237059114,13.413215504917906,0.02825592071601868,13.357302210068749,0.027015596931347474
2019-09-01,396860.64,616079.3,587861.84,981804.63,12.891340465297318,-0.055463607659966385,13.797147616423041,-0.0946193363242731,13.33113096799641,-0.08208453692149575,13.284247233285537,-0.0730549767832116
2019-10-01,433917.15,669008.77,643044.33,1053062.89,12.98060889624157,0.08926843094425152,13.86721351392906,0.07006589750601933,13.413552448142529,0.0824214801461185,13.373968943300566,0.08972171001502893
2019-11-01,430725.89,643070.35,620572.21,1131732.56,12.973227180682064,-0.007381715559505508,13.939260255415833,0.0720467414867727,13.374009406255244,-0.03954304188728486,13.338397250747905,-0.03557169255266146
2019-12-01,428697.64,706020.77,682468.14,1185181.48,12.968507147555753,-0.004720033126311307,13.985406468504785,0.04614621308895117,13.467399935306098,0.0933905290508541,13.433471123632964,0.09507387288505953
2020-01-01,421644.72,640011.73,622323.79,1193942.44,12.951918342690304,-0.016588804865449447,13.992771364067464,0.007364895562679052,13.369241783292896,-0.09815815201320177,13.341215798976522,-0.09225532465644193
2020-02-01,426533.15,652028.0,633100.05,1243072.02,12.963445368567479,0.011527025877175134,14.033096309280976,0.04032494521351282,13.387842784771966,0.018601001479069623,13.35838374550868,0.01716794653215814
